ID;Empty Spaces;Negative Space;Interesting Elements;Significant Jumps;Linearity;Leniency;Avg Enemy Comp;Density
81;0,9077013;0,14191487;0,12922816;0,6896552;0,34592575;0,74;0,35403728;0,42857143
82;0,9040486;0,14077955;0,14109604;0,62068963;0,3678893;0,7;0,41304347;0,3809524
83;0,8936992;0,14645615;0,15296394;0,6896552;0,334944;0,8;0,51335406;0,47619048
84;0,91439795;0,13813047;0,13977739;0,7241379;0,19767185;0,83;0,41304347;0,3809524
85;0,9040486;0,16575657;0,14637068;0,86206895;0,35965297;0,69;0,45238093;0,32142857
86;0,87239164;0,15970153;0,15560125;0,79310346;0,34867117;0,77;0,45740741;0,60714287
87;0,86934775;0,18165104;0,14637068;0,82758623;0,15649022;0,69;0,4640553;0,5833333
88;0,9137892;0,13321075;0,13714008;0,6551724;0,41456184;0,72;0,4214286;0,39285713
89;0,89978707;0,15743089;0,12922816;0,55172414;0,3541621;0,92;0,45740741;0,44047618
9;0,8918729;0,1430502;0,14768933;0,7586207;0,4200527;0,85;0,36914286;0,5119048
90;0,8620423;0,17332536;0,14900798;0,86206895;0,167472;0,84;0,55930734;0,6785714
91;0,9083101;0,13926579;0,14109604;0,79310346;0,5435976;0,9;0,32453415;0,42857143
92;0,8882201;0,15743089;0,13582143;0,62068963;0,3541621;0,77;0,51675826;0,5119048
93;0,8900465;0,14645615;0,13582143;0,7241379;0,5518339;0,89;0,4580357;0,5833333
94;0,88334984;0,15629557;0,13845874;0,7586207;0,35141665;0,71;0,37886906;0,5952381
95;0,9003959;0,14910522;0,13714008;0,79310346;0,43652534;0,72;0,34223604;0,4642857
96;0,8863937;0,15743089;0,14900798;0,7241379;0,35965297;0,82;0,48543957;0,5119048
97;0,87787074;0,16462125;0,15560125;0,8965517;0,2910169;0,77;0,4960591;0,54761904
98;0,88152343;0,16840565;0,13977739;0,7241379;0,22238085;0,87;0,54285717;0,53571427
99;0,8930904;0,13699515;0,13054681;0,5862069;0,477707;0,77;0,42006806;0,5714286
